JX311792	NC;NC_OTU1;
KC857536	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JF796145	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360746	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360951	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500232	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KF970555	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500366	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
EU886150	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500253	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU181707	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KC503198	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KF438644	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360852	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360833	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
FJ799217	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500350	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KF970628	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360895	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU181728	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500533	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
AB592050	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
EU239000	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JF719169	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360790	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU364080	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500197	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JN375856	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360887	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KF970639	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
DQ148819	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JF719133	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
AB592076	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
EU340491	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KJ526741	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU364105	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
FJ615401	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360754	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU364045	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JF719176	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
EU340537	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KC349273	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU181730	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU181735	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KC349143	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU181778	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
EU340505	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
AB592058	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU181563	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
AB591986	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
FJ615398	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ250729	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
EU340555	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU364054	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500313	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
DQ148837	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KF970656	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GQ500292	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JN177535	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
GU360909	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
KC596400	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1_OTU1;
JF796147	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU1;
FJ615386	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
EU886027	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
FJ615387	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
KC596361	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
DQ148769	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
KC596390	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
KC596395	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
KC857528	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU2;
FJ615389	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU3;
EU239063	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592025	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592179	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GU181706	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
JF272630	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GQ250790	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
KC349197	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592165	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
EU886090	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592036	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
JF272665	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
EU886005	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
EU886010	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
KC857530	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592270	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
KC349221	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592021	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB591963	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592314	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592176	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB591969	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592312	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
EU340553	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
EU810213	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592035	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
KF512371	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GQ250770	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
JF719206	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
JF719144	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
EU886014	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GQ250788	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592310	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592294	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GQ250759	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GQ250725	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592315	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GQ250785	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
GU181795	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592191	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
JF719186	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
KC596410	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592200	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
KF512357	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
AB592170	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
JF719127	NP;NP-Alpha;NP-Alpha-2;NP-Alpha-2.2;NP-Alpha-2.2.2;NP-Alpha-2.2.2.1;NP-Alpha-2.2.2.1.1;NP-Alpha-2.2.2.1.1.1;NP-Alpha-2.2.2.1.1.1_OTU4;
